Entité,Année,Poste budgétaire,Montant alloué ($),Contexte économique,Justification
Entité_2,2023,Numérique,1504207.94,Croissance,Allocation de 1504207.94$ à Numérique en raison du contexte croissance.
Entité_7,2023,Sécurité,2726762.27,Stable,Allocation de 2726762.27$ à Sécurité en raison du contexte stable.
Entité_9,2019,Numérique,808796.59,Récession,Allocation de 808796.59$ à Numérique en raison du contexte récession.
Entité_7,2023,Éducation,5215213.46,Croissance,Allocation de 5215213.46$ à Éducation en raison du contexte croissance.
Entité_6,2022,Environnement,1889570.71,Stable,Allocation de 1889570.71$ à Environnement en raison du contexte stable.
Entité_10,2022,Administration,1529779.24,Stable,Allocation de 1529779.24$ à Administration en raison du contexte stable.
Entité_6,2022,Transport,3278267.81,Croissance,Allocation de 3278267.81$ à Transport en raison du contexte croissance.
Entité_8,2023,Santé,5635973.94,Croissance,Allocation de 5635973.94$ à Santé en raison du contexte croissance.
Entité_10,2023,Loisirs,625629.42,Croissance,Allocation de 625629.42$ à Loisirs en raison du contexte croissance.
Entité_10,2019,Environnement,1481674.37,Stable,Allocation de 1481674.37$ à Environnement en raison du contexte stable.
Entité_4,2019,Transport,3093839.16,Récession,Allocation de 3093839.16$ à Transport en raison du contexte récession.
Entité_9,2022,Logement,1960034.51,Croissance,Allocation de 1960034.51$ à Logement en raison du contexte croissance.
Entité_2,2022,Éducation,3728866.69,Récession,Allocation de 3728866.69$ à Éducation en raison du contexte récession.
Entité_1,2022,Numérique,1536282.59,Récession,Allocation de 1536282.59$ à Numérique en raison du contexte récession.
Entité_1,2021,Transport,4009994.46,Croissance,Allocation de 4009994.46$ à Transport en raison du contexte croissance.
Entité_3,2022,Numérique,935140.1,Stable,Allocation de 935140.1$ à Numérique en raison du contexte stable.
Entité_8,2021,Administration,934105.73,Croissance,Allocation de 934105.73$ à Administration en raison du contexte croissance.
Entité_8,2020,Loisirs,997977.25,Croissance,Allocation de 997977.25$ à Loisirs en raison du contexte croissance.
Entité_1,2023,Sécurité,2728965.14,Stable,Allocation de 2728965.14$ à Sécurité en raison du contexte stable.
Entité_7,2020,Transport,3526059.36,Stable,Allocation de 3526059.36$ à Transport en raison du contexte stable.
Entité_2,2019,Numérique,1131119.55,Stable,Allocation de 1131119.55$ à Numérique en raison du contexte stable.
Entité_5,2022,Culture,783254.63,Croissance,Allocation de 783254.63$ à Culture en raison du contexte croissance.
Entité_4,2023,Recherche,2022039.24,Récession,Allocation de 2022039.24$ à Recherche en raison du contexte récession.
Entité_4,2020,Numérique,1453122.95,Récession,Allocation de 1453122.95$ à Numérique en raison du contexte récession.
Entité_2,2021,Développement économique,3038133.79,Stable,Allocation de 3038133.79$ à Développement économique en raison du contexte stable.
Entité_6,2019,Loisirs,844009.29,Stable,Allocation de 844009.29$ à Loisirs en raison du contexte stable.
Entité_4,2020,Santé,4565289.47,Récession,Allocation de 4565289.47$ à Santé en raison du contexte récession.
Entité_6,2020,Culture,1150787.12,Stable,Allocation de 1150787.12$ à Culture en raison du contexte stable.
Entité_7,2019,Numérique,705877.86,Stable,Allocation de 705877.86$ à Numérique en raison du contexte stable.
Entité_4,2021,Santé,5396672.53,Croissance,Allocation de 5396672.53$ à Santé en raison du contexte croissance.
Entité_6,2020,Numérique,1112172.42,Récession,Allocation de 1112172.42$ à Numérique en raison du contexte récession.
Entité_9,2019,Transport,4099241.32,Récession,Allocation de 4099241.32$ à Transport en raison du contexte récession.
Entité_2,2022,Culture,1062397.94,Croissance,Allocation de 1062397.94$ à Culture en raison du contexte croissance.
Entité_1,2021,Logement,2853870.58,Récession,Allocation de 2853870.58$ à Logement en raison du contexte récession.
Entité_5,2021,Recherche,1460464.84,Récession,Allocation de 1460464.84$ à Recherche en raison du contexte récession.
Entité_3,2023,Sécurité,1911429.0,Croissance,Allocation de 1911429.0$ à Sécurité en raison du contexte croissance.
Entité_7,2019,Loisirs,863121.08,Récession,Allocation de 863121.08$ à Loisirs en raison du contexte récession.
Entité_3,2021,Éducation,3712462.74,Stable,Allocation de 3712462.74$ à Éducation en raison du contexte stable.
Entité_6,2019,Sécurité,1903094.29,Stable,Allocation de 1903094.29$ à Sécurité en raison du contexte stable.
Entité_4,2022,Culture,1052592.63,Récession,Allocation de 1052592.63$ à Culture en raison du contexte récession.
Entité_8,2020,Santé,3286745.48,Stable,Allocation de 3286745.48$ à Santé en raison du contexte stable.
Entité_2,2020,Loisirs,716093.53,Récession,Allocation de 716093.53$ à Loisirs en raison du contexte récession.
Entité_9,2020,Numérique,1389311.15,Stable,Allocation de 1389311.15$ à Numérique en raison du contexte stable.
Entité_4,2021,Loisirs,737016.9,Récession,Allocation de 737016.9$ à Loisirs en raison du contexte récession.
Entité_9,2019,Sécurité,2934628.89,Récession,Allocation de 2934628.89$ à Sécurité en raison du contexte récession.
Entité_6,2021,Culture,1018148.89,Récession,Allocation de 1018148.89$ à Culture en raison du contexte récession.
Entité_10,2020,Sécurité,1259189.93,Stable,Allocation de 1259189.93$ à Sécurité en raison du contexte stable.
Entité_2,2020,Éducation,4355099.84,Stable,Allocation de 4355099.84$ à Éducation en raison du contexte stable.
Entité_5,2022,Développement économique,2760854.05,Stable,Allocation de 2760854.05$ à Développement économique en raison du contexte stable.
Entité_2,2019,Loisirs,854398.97,Récession,Allocation de 854398.97$ à Loisirs en raison du contexte récession.
Entité_6,2019,Numérique,1064225.23,Croissance,Allocation de 1064225.23$ à Numérique en raison du contexte croissance.
Entité_6,2023,Administration,1800230.34,Stable,Allocation de 1800230.34$ à Administration en raison du contexte stable.
Entité_1,2020,Santé,6035157.68,Stable,Allocation de 6035157.68$ à Santé en raison du contexte stable.
Entité_3,2021,Recherche,1229945.08,Récession,Allocation de 1229945.08$ à Recherche en raison du contexte récession.
Entité_5,2021,Loisirs,722359.24,Croissance,Allocation de 722359.24$ à Loisirs en raison du contexte croissance.
Entité_6,2020,Logement,2201490.05,Récession,Allocation de 2201490.05$ à Logement en raison du contexte récession.
Entité_6,2020,Transport,3802223.48,Croissance,Allocation de 3802223.48$ à Transport en raison du contexte croissance.
Entité_5,2020,Numérique,1116260.54,Stable,Allocation de 1116260.54$ à Numérique en raison du contexte stable.
Entité_10,2021,Culture,811684.55,Croissance,Allocation de 811684.55$ à Culture en raison du contexte croissance.
Entité_2,2019,Santé,5231243.52,Récession,Allocation de 5231243.52$ à Santé en raison du contexte récession.
Entité_5,2019,Administration,1642285.53,Stable,Allocation de 1642285.53$ à Administration en raison du contexte stable.
Entité_5,2021,Sécurité,1700251.7,Croissance,Allocation de 1700251.7$ à Sécurité en raison du contexte croissance.
Entité_2,2020,Administration,2276047.29,Croissance,Allocation de 2276047.29$ à Administration en raison du contexte croissance.
Entité_1,2022,Développement économique,1493749.87,Croissance,Allocation de 1493749.87$ à Développement économique en raison du contexte croissance.
Entité_2,2019,Santé,4035971.67,Récession,Allocation de 4035971.67$ à Santé en raison du contexte récession.
Entité_1,2023,Éducation,3458585.36,Récession,Allocation de 3458585.36$ à Éducation en raison du contexte récession.
Entité_9,2020,Santé,6545126.87,Récession,Allocation de 6545126.87$ à Santé en raison du contexte récession.
Entité_3,2019,Éducation,4356264.65,Stable,Allocation de 4356264.65$ à Éducation en raison du contexte stable.
Entité_6,2021,Logement,2484136.67,Croissance,Allocation de 2484136.67$ à Logement en raison du contexte croissance.
Entité_4,2019,Recherche,1762847.3,Stable,Allocation de 1762847.3$ à Recherche en raison du contexte stable.
Entité_4,2019,Éducation,4098774.83,Croissance,Allocation de 4098774.83$ à Éducation en raison du contexte croissance.
Entité_8,2020,Éducation,4196481.97,Croissance,Allocation de 4196481.97$ à Éducation en raison du contexte croissance.
Entité_9,2020,Loisirs,820085.69,Stable,Allocation de 820085.69$ à Loisirs en raison du contexte stable.
Entité_6,2020,Éducation,5557259.14,Stable,Allocation de 5557259.14$ à Éducation en raison du contexte stable.
Entité_7,2021,Recherche,1641886.76,Stable,Allocation de 1641886.76$ à Recherche en raison du contexte stable.
Entité_3,2021,Sécurité,2069755.05,Croissance,Allocation de 2069755.05$ à Sécurité en raison du contexte croissance.
Entité_4,2023,Numérique,1209118.11,Récession,Allocation de 1209118.11$ à Numérique en raison du contexte récession.
Entité_1,2023,Environnement,1781783.71,Croissance,Allocation de 1781783.71$ à Environnement en raison du contexte croissance.
Entité_3,2020,Numérique,1033626.17,Récession,Allocation de 1033626.17$ à Numérique en raison du contexte récession.
Entité_5,2020,Développement économique,3243228.52,Récession,Allocation de 3243228.52$ à Développement économique en raison du contexte récession.
Entité_7,2019,Éducation,2790677.03,Croissance,Allocation de 2790677.03$ à Éducation en raison du contexte croissance.
Entité_1,2022,Loisirs,957922.37,Stable,Allocation de 957922.37$ à Loisirs en raison du contexte stable.
Entité_5,2019,Logement,1738551.38,Récession,Allocation de 1738551.38$ à Logement en raison du contexte récession.
Entité_7,2022,Transport,3323733.87,Récession,Allocation de 3323733.87$ à Transport en raison du contexte récession.
Entité_1,2022,Environnement,2004328.71,Stable,Allocation de 2004328.71$ à Environnement en raison du contexte stable.
Entité_10,2019,Transport,4155441.25,Stable,Allocation de 4155441.25$ à Transport en raison du contexte stable.
Entité_4,2019,Transport,2816418.9,Récession,Allocation de 2816418.9$ à Transport en raison du contexte récession.
Entité_9,2021,Numérique,1116989.38,Récession,Allocation de 1116989.38$ à Numérique en raison du contexte récession.
Entité_8,2020,Transport,2955528.65,Croissance,Allocation de 2955528.65$ à Transport en raison du contexte croissance.
Entité_2,2020,Loisirs,944118.29,Récession,Allocation de 944118.29$ à Loisirs en raison du contexte récession.
Entité_6,2023,Développement économique,3407532.83,Récession,Allocation de 3407532.83$ à Développement économique en raison du contexte récession.
Entité_1,2019,Recherche,1701454.2,Stable,Allocation de 1701454.2$ à Recherche en raison du contexte stable.
Entité_6,2020,Transport,3643623.4,Récession,Allocation de 3643623.4$ à Transport en raison du contexte récession.
Entité_5,2021,Culture,1008735.06,Stable,Allocation de 1008735.06$ à Culture en raison du contexte stable.
Entité_9,2021,Santé,4846911.22,Récession,Allocation de 4846911.22$ à Santé en raison du contexte récession.
Entité_7,2022,Numérique,989728.38,Stable,Allocation de 989728.38$ à Numérique en raison du contexte stable.
Entité_9,2019,Logement,3013515.19,Stable,Allocation de 3013515.19$ à Logement en raison du contexte stable.
Entité_4,2021,Environnement,1574123.44,Récession,Allocation de 1574123.44$ à Environnement en raison du contexte récession.
Entité_5,2023,Culture,997655.49,Récession,Allocation de 997655.49$ à Culture en raison du contexte récession.
Entité_4,2023,Environnement,941407.57,Stable,Allocation de 941407.57$ à Environnement en raison du contexte stable.
Entité_1,2022,Environnement,1786349.52,Croissance,Allocation de 1786349.52$ à Environnement en raison du contexte croissance.
Entité_9,2023,Développement économique,2706026.49,Stable,Allocation de 2706026.49$ à Développement économique en raison du contexte stable.
Entité_1,2022,Transport,3271151.38,Stable,Allocation de 3271151.38$ à Transport en raison du contexte stable.
Entité_1,2020,Numérique,1013151.76,Croissance,Allocation de 1013151.76$ à Numérique en raison du contexte croissance.
Entité_6,2019,Administration,1570760.42,Récession,Allocation de 1570760.42$ à Administration en raison du contexte récession.
Entité_8,2020,Recherche,2134134.53,Croissance,Allocation de 2134134.53$ à Recherche en raison du contexte croissance.
Entité_6,2022,Sécurité,2040663.16,Récession,Allocation de 2040663.16$ à Sécurité en raison du contexte récession.
Entité_5,2019,Culture,1008208.02,Récession,Allocation de 1008208.02$ à Culture en raison du contexte récession.
Entité_1,2023,Sécurité,2780203.8,Récession,Allocation de 2780203.8$ à Sécurité en raison du contexte récession.
Entité_1,2022,Transport,4161021.44,Croissance,Allocation de 4161021.44$ à Transport en raison du contexte croissance.
Entité_4,2021,Sécurité,1901218.36,Stable,Allocation de 1901218.36$ à Sécurité en raison du contexte stable.
Entité_4,2022,Recherche,1329427.34,Croissance,Allocation de 1329427.34$ à Recherche en raison du contexte croissance.
Entité_3,2023,Logement,3206905.91,Récession,Allocation de 3206905.91$ à Logement en raison du contexte récession.
Entité_3,2022,Santé,3655391.45,Stable,Allocation de 3655391.45$ à Santé en raison du contexte stable.
Entité_9,2023,Éducation,4380159.15,Croissance,Allocation de 4380159.15$ à Éducation en raison du contexte croissance.
Entité_8,2023,Culture,946421.51,Stable,Allocation de 946421.51$ à Culture en raison du contexte stable.
Entité_5,2022,Culture,1015199.88,Récession,Allocation de 1015199.88$ à Culture en raison du contexte récession.
Entité_6,2021,Transport,3735774.94,Stable,Allocation de 3735774.94$ à Transport en raison du contexte stable.
Entité_6,2021,Environnement,1263946.68,Stable,Allocation de 1263946.68$ à Environnement en raison du contexte stable.
Entité_6,2023,Numérique,1054041.43,Croissance,Allocation de 1054041.43$ à Numérique en raison du contexte croissance.
Entité_9,2021,Sécurité,2303220.96,Récession,Allocation de 2303220.96$ à Sécurité en raison du contexte récession.
Entité_4,2019,Recherche,2443974.59,Récession,Allocation de 2443974.59$ à Recherche en raison du contexte récession.
Entité_3,2021,Logement,3737086.98,Récession,Allocation de 3737086.98$ à Logement en raison du contexte récession.
Entité_8,2021,Éducation,2839351.46,Récession,Allocation de 2839351.46$ à Éducation en raison du contexte récession.
Entité_2,2019,Culture,916077.87,Récession,Allocation de 916077.87$ à Culture en raison du contexte récession.
Entité_3,2023,Culture,793691.43,Récession,Allocation de 793691.43$ à Culture en raison du contexte récession.
Entité_4,2023,Culture,1169310.34,Croissance,Allocation de 1169310.34$ à Culture en raison du contexte croissance.
Entité_4,2019,Éducation,4048693.93,Récession,Allocation de 4048693.93$ à Éducation en raison du contexte récession.
Entité_4,2023,Transport,3526672.42,Récession,Allocation de 3526672.42$ à Transport en raison du contexte récession.
Entité_1,2023,Logement,2302442.8,Récession,Allocation de 2302442.8$ à Logement en raison du contexte récession.
Entité_5,2021,Transport,3419716.8,Croissance,Allocation de 3419716.8$ à Transport en raison du contexte croissance.
Entité_2,2020,Environnement,1446317.93,Croissance,Allocation de 1446317.93$ à Environnement en raison du contexte croissance.
Entité_5,2021,Transport,3085338.29,Stable,Allocation de 3085338.29$ à Transport en raison du contexte stable.
Entité_10,2022,Culture,884751.81,Stable,Allocation de 884751.81$ à Culture en raison du contexte stable.
Entité_3,2023,Numérique,1526410.47,Stable,Allocation de 1526410.47$ à Numérique en raison du contexte stable.
Entité_7,2020,Développement économique,2616097.84,Récession,Allocation de 2616097.84$ à Développement économique en raison du contexte récession.
Entité_1,2020,Développement économique,3420388.93,Récession,Allocation de 3420388.93$ à Développement économique en raison du contexte récession.
Entité_1,2020,Sécurité,2712353.59,Croissance,Allocation de 2712353.59$ à Sécurité en raison du contexte croissance.
Entité_7,2019,Administration,2510392.69,Récession,Allocation de 2510392.69$ à Administration en raison du contexte récession.
Entité_3,2020,Santé,4156782.18,Récession,Allocation de 4156782.18$ à Santé en raison du contexte récession.
Entité_9,2023,Environnement,1262291.11,Récession,Allocation de 1262291.11$ à Environnement en raison du contexte récession.
Entité_8,2022,Santé,5514074.7,Croissance,Allocation de 5514074.7$ à Santé en raison du contexte croissance.
Entité_9,2023,Développement économique,3954953.61,Croissance,Allocation de 3954953.61$ à Développement économique en raison du contexte croissance.
Entité_4,2023,Santé,6189903.72,Stable,Allocation de 6189903.72$ à Santé en raison du contexte stable.
Entité_4,2020,Loisirs,574518.44,Croissance,Allocation de 574518.44$ à Loisirs en raison du contexte croissance.
Entité_6,2022,Loisirs,1010526.95,Croissance,Allocation de 1010526.95$ à Loisirs en raison du contexte croissance.
Entité_3,2022,Numérique,983656.75,Récession,Allocation de 983656.75$ à Numérique en raison du contexte récession.
Entité_10,2023,Culture,1266934.76,Stable,Allocation de 1266934.76$ à Culture en raison du contexte stable.
Entité_4,2021,Numérique,812298.46,Croissance,Allocation de 812298.46$ à Numérique en raison du contexte croissance.
Entité_1,2022,Numérique,932651.0,Croissance,Allocation de 932651.0$ à Numérique en raison du contexte croissance.
Entité_1,2021,Sécurité,2688406.19,Stable,Allocation de 2688406.19$ à Sécurité en raison du contexte stable.
Entité_1,2021,Administration,2710415.05,Récession,Allocation de 2710415.05$ à Administration en raison du contexte récession.
Entité_6,2022,Transport,3060201.2,Récession,Allocation de 3060201.2$ à Transport en raison du contexte récession.
Entité_10,2021,Loisirs,747313.68,Stable,Allocation de 747313.68$ à Loisirs en raison du contexte stable.
Entité_3,2019,Culture,996789.25,Récession,Allocation de 996789.25$ à Culture en raison du contexte récession.
Entité_9,2019,Administration,2165891.18,Stable,Allocation de 2165891.18$ à Administration en raison du contexte stable.
Entité_7,2021,Recherche,1981731.82,Croissance,Allocation de 1981731.82$ à Recherche en raison du contexte croissance.
Entité_8,2022,Sécurité,1882106.97,Stable,Allocation de 1882106.97$ à Sécurité en raison du contexte stable.
Entité_7,2021,Environnement,919358.03,Croissance,Allocation de 919358.03$ à Environnement en raison du contexte croissance.
Entité_2,2019,Administration,1782518.57,Récession,Allocation de 1782518.57$ à Administration en raison du contexte récession.
Entité_8,2022,Santé,3444996.72,Croissance,Allocation de 3444996.72$ à Santé en raison du contexte croissance.
Entité_4,2021,Environnement,1729743.19,Croissance,Allocation de 1729743.19$ à Environnement en raison du contexte croissance.
Entité_1,2019,Éducation,4295114.8,Stable,Allocation de 4295114.8$ à Éducation en raison du contexte stable.
Entité_5,2022,Loisirs,782200.2,Stable,Allocation de 782200.2$ à Loisirs en raison du contexte stable.
Entité_6,2021,Culture,949846.52,Stable,Allocation de 949846.52$ à Culture en raison du contexte stable.
Entité_6,2022,Environnement,2089831.27,Récession,Allocation de 2089831.27$ à Environnement en raison du contexte récession.
Entité_2,2020,Sécurité,2458557.47,Croissance,Allocation de 2458557.47$ à Sécurité en raison du contexte croissance.
Entité_3,2019,Logement,2602660.53,Croissance,Allocation de 2602660.53$ à Logement en raison du contexte croissance.
Entité_4,2023,Administration,1784780.34,Stable,Allocation de 1784780.34$ à Administration en raison du contexte stable.
Entité_7,2022,Culture,1257999.45,Stable,Allocation de 1257999.45$ à Culture en raison du contexte stable.
Entité_3,2021,Loisirs,817680.06,Croissance,Allocation de 817680.06$ à Loisirs en raison du contexte croissance.
Entité_3,2020,Transport,2611002.82,Croissance,Allocation de 2611002.82$ à Transport en raison du contexte croissance.
Entité_7,2021,Culture,881882.85,Stable,Allocation de 881882.85$ à Culture en raison du contexte stable.
Entité_5,2019,Logement,2830930.86,Croissance,Allocation de 2830930.86$ à Logement en raison du contexte croissance.
Entité_6,2020,Santé,5952320.14,Croissance,Allocation de 5952320.14$ à Santé en raison du contexte croissance.
Entité_3,2023,Sécurité,2254240.16,Récession,Allocation de 2254240.16$ à Sécurité en raison du contexte récession.
Entité_3,2021,Transport,3394534.07,Stable,Allocation de 3394534.07$ à Transport en raison du contexte stable.
Entité_5,2020,Culture,939145.83,Récession,Allocation de 939145.83$ à Culture en raison du contexte récession.
Entité_4,2020,Loisirs,712930.93,Croissance,Allocation de 712930.93$ à Loisirs en raison du contexte croissance.
Entité_9,2019,Numérique,1235659.52,Stable,Allocation de 1235659.52$ à Numérique en raison du contexte stable.
Entité_8,2020,Loisirs,786876.06,Récession,Allocation de 786876.06$ à Loisirs en raison du contexte récession.
Entité_10,2020,Loisirs,639873.11,Récession,Allocation de 639873.11$ à Loisirs en raison du contexte récession.
Entité_1,2020,Sécurité,1987100.04,Récession,Allocation de 1987100.04$ à Sécurité en raison du contexte récession.
Entité_6,2021,Sécurité,2275986.87,Stable,Allocation de 2275986.87$ à Sécurité en raison du contexte stable.
Entité_1,2020,Numérique,1106307.92,Stable,Allocation de 1106307.92$ à Numérique en raison du contexte stable.
Entité_1,2023,Sécurité,2634900.83,Récession,Allocation de 2634900.83$ à Sécurité en raison du contexte récession.
Entité_1,2023,Loisirs,599709.37,Croissance,Allocation de 599709.37$ à Loisirs en raison du contexte croissance.
Entité_6,2022,Logement,2087923.3,Croissance,Allocation de 2087923.3$ à Logement en raison du contexte croissance.
Entité_3,2020,Recherche,1593797.11,Stable,Allocation de 1593797.11$ à Recherche en raison du contexte stable.
Entité_10,2021,Administration,2328996.13,Croissance,Allocation de 2328996.13$ à Administration en raison du contexte croissance.
Entité_10,2023,Environnement,1563714.39,Croissance,Allocation de 1563714.39$ à Environnement en raison du contexte croissance.
Entité_7,2023,Loisirs,658231.31,Croissance,Allocation de 658231.31$ à Loisirs en raison du contexte croissance.
Entité_7,2020,Transport,1876637.19,Récession,Allocation de 1876637.19$ à Transport en raison du contexte récession.
Entité_8,2020,Environnement,1143977.16,Croissance,Allocation de 1143977.16$ à Environnement en raison du contexte croissance.
Entité_4,2020,Logement,1623358.76,Récession,Allocation de 1623358.76$ à Logement en raison du contexte récession.
Entité_9,2019,Santé,5873475.66,Récession,Allocation de 5873475.66$ à Santé en raison du contexte récession.
Entité_4,2019,Développement économique,2758641.61,Stable,Allocation de 2758641.61$ à Développement économique en raison du contexte stable.
Entité_10,2020,Logement,2840281.42,Récession,Allocation de 2840281.42$ à Logement en raison du contexte récession.
Entité_7,2020,Santé,5543803.22,Récession,Allocation de 5543803.22$ à Santé en raison du contexte récession.
Entité_4,2023,Recherche,2228971.82,Croissance,Allocation de 2228971.82$ à Recherche en raison du contexte croissance.
Entité_5,2022,Numérique,1028482.29,Récession,Allocation de 1028482.29$ à Numérique en raison du contexte récession.
Entité_8,2022,Logement,2702363.01,Stable,Allocation de 2702363.01$ à Logement en raison du contexte stable.
Entité_3,2020,Éducation,4097346.74,Stable,Allocation de 4097346.74$ à Éducation en raison du contexte stable.
Entité_1,2022,Éducation,4099573.32,Stable,Allocation de 4099573.32$ à Éducation en raison du contexte stable.
Entité_1,2023,Santé,4980984.05,Récession,Allocation de 4980984.05$ à Santé en raison du contexte récession.
Entité_1,2022,Logement,2920957.43,Croissance,Allocation de 2920957.43$ à Logement en raison du contexte croissance.
Entité_10,2019,Éducation,4586051.69,Récession,Allocation de 4586051.69$ à Éducation en raison du contexte récession.
Entité_10,2020,Numérique,1199395.22,Croissance,Allocation de 1199395.22$ à Numérique en raison du contexte croissance.
Entité_2,2021,Numérique,1089744.43,Récession,Allocation de 1089744.43$ à Numérique en raison du contexte récession.
Entité_7,2023,Numérique,1062151.79,Stable,Allocation de 1062151.79$ à Numérique en raison du contexte stable.
Entité_4,2019,Logement,2517714.07,Stable,Allocation de 2517714.07$ à Logement en raison du contexte stable.
Entité_5,2020,Numérique,1253237.42,Récession,Allocation de 1253237.42$ à Numérique en raison du contexte récession.
Entité_6,2021,Santé,4908539.3,Récession,Allocation de 4908539.3$ à Santé en raison du contexte récession.
Entité_7,2019,Recherche,1334953.36,Récession,Allocation de 1334953.36$ à Recherche en raison du contexte récession.
Entité_3,2023,Éducation,3756273.04,Stable,Allocation de 3756273.04$ à Éducation en raison du contexte stable.
Entité_9,2022,Recherche,1610250.82,Croissance,Allocation de 1610250.82$ à Recherche en raison du contexte croissance.
Entité_6,2022,Administration,2006031.8,Croissance,Allocation de 2006031.8$ à Administration en raison du contexte croissance.
Entité_2,2019,Santé,7536158.1,Croissance,Allocation de 7536158.1$ à Santé en raison du contexte croissance.
Entité_2,2022,Santé,5430153.81,Stable,Allocation de 5430153.81$ à Santé en raison du contexte stable.
Entité_1,2023,Éducation,5009793.09,Stable,Allocation de 5009793.09$ à Éducation en raison du contexte stable.
Entité_2,2022,Éducation,3452733.15,Récession,Allocation de 3452733.15$ à Éducation en raison du contexte récession.
Entité_10,2020,Administration,2008754.92,Croissance,Allocation de 2008754.92$ à Administration en raison du contexte croissance.
Entité_6,2022,Éducation,4982940.65,Croissance,Allocation de 4982940.65$ à Éducation en raison du contexte croissance.
Entité_5,2021,Transport,2051734.6,Stable,Allocation de 2051734.6$ à Transport en raison du contexte stable.
Entité_4,2021,Sécurité,1906634.07,Récession,Allocation de 1906634.07$ à Sécurité en raison du contexte récession.
Entité_9,2021,Recherche,2023435.66,Croissance,Allocation de 2023435.66$ à Recherche en raison du contexte croissance.
Entité_7,2021,Numérique,1182580.29,Récession,Allocation de 1182580.29$ à Numérique en raison du contexte récession.
Entité_4,2022,Administration,1772842.73,Stable,Allocation de 1772842.73$ à Administration en raison du contexte stable.
Entité_8,2022,Numérique,1077186.67,Récession,Allocation de 1077186.67$ à Numérique en raison du contexte récession.
Entité_4,2022,Loisirs,850463.43,Croissance,Allocation de 850463.43$ à Loisirs en raison du contexte croissance.
Entité_8,2019,Numérique,823082.85,Récession,Allocation de 823082.85$ à Numérique en raison du contexte récession.
Entité_3,2020,Développement économique,3587239.3,Stable,Allocation de 3587239.3$ à Développement économique en raison du contexte stable.
Entité_8,2021,Éducation,4580682.92,Stable,Allocation de 4580682.92$ à Éducation en raison du contexte stable.
Entité_5,2019,Environnement,1391360.53,Croissance,Allocation de 1391360.53$ à Environnement en raison du contexte croissance.
Entité_1,2021,Sécurité,1376008.72,Récession,Allocation de 1376008.72$ à Sécurité en raison du contexte récession.
Entité_6,2020,Logement,2243981.32,Stable,Allocation de 2243981.32$ à Logement en raison du contexte stable.
Entité_3,2022,Santé,4876234.12,Récession,Allocation de 4876234.12$ à Santé en raison du contexte récession.
Entité_10,2021,Éducation,3138774.64,Stable,Allocation de 3138774.64$ à Éducation en raison du contexte stable.
Entité_1,2021,Éducation,4024505.85,Croissance,Allocation de 4024505.85$ à Éducation en raison du contexte croissance.
Entité_8,2020,Éducation,4137637.78,Croissance,Allocation de 4137637.78$ à Éducation en raison du contexte croissance.
Entité_3,2019,Santé,6202586.55,Croissance,Allocation de 6202586.55$ à Santé en raison du contexte croissance.
Entité_8,2019,Numérique,1160418.34,Récession,Allocation de 1160418.34$ à Numérique en raison du contexte récession.
Entité_3,2020,Loisirs,817875.8,Croissance,Allocation de 817875.8$ à Loisirs en raison du contexte croissance.
Entité_2,2022,Culture,889809.7,Croissance,Allocation de 889809.7$ à Culture en raison du contexte croissance.
Entité_10,2021,Éducation,3618260.83,Récession,Allocation de 3618260.83$ à Éducation en raison du contexte récession.
Entité_9,2023,Administration,2281675.5,Croissance,Allocation de 2281675.5$ à Administration en raison du contexte croissance.
Entité_7,2021,Loisirs,762480.61,Croissance,Allocation de 762480.61$ à Loisirs en raison du contexte croissance.
Entité_7,2019,Administration,2330640.91,Récession,Allocation de 2330640.91$ à Administration en raison du contexte récession.
Entité_3,2023,Transport,2971926.82,Croissance,Allocation de 2971926.82$ à Transport en raison du contexte croissance.
Entité_10,2022,Transport,2313700.12,Croissance,Allocation de 2313700.12$ à Transport en raison du contexte croissance.
Entité_7,2021,Recherche,1550555.35,Récession,Allocation de 1550555.35$ à Recherche en raison du contexte récession.
Entité_10,2019,Environnement,2225516.98,Stable,Allocation de 2225516.98$ à Environnement en raison du contexte stable.
Entité_8,2021,Éducation,3919630.71,Croissance,Allocation de 3919630.71$ à Éducation en raison du contexte croissance.
Entité_6,2021,Sécurité,1353868.29,Stable,Allocation de 1353868.29$ à Sécurité en raison du contexte stable.
Entité_1,2023,Culture,772338.22,Récession,Allocation de 772338.22$ à Culture en raison du contexte récession.
Entité_10,2023,Logement,2143571.94,Stable,Allocation de 2143571.94$ à Logement en raison du contexte stable.
Entité_3,2021,Numérique,985611.51,Croissance,Allocation de 985611.51$ à Numérique en raison du contexte croissance.
Entité_6,2022,Santé,3900792.88,Stable,Allocation de 3900792.88$ à Santé en raison du contexte stable.
Entité_6,2021,Développement économique,4523656.12,Récession,Allocation de 4523656.12$ à Développement économique en raison du contexte récession.
Entité_6,2021,Administration,2265865.03,Récession,Allocation de 2265865.03$ à Administration en raison du contexte récession.
Entité_4,2019,Environnement,1440053.5,Récession,Allocation de 1440053.5$ à Environnement en raison du contexte récession.
Entité_10,2022,Développement économique,3088911.53,Récession,Allocation de 3088911.53$ à Développement économique en raison du contexte récession.
Entité_8,2022,Environnement,1451491.62,Croissance,Allocation de 1451491.62$ à Environnement en raison du contexte croissance.
